"did;query;name;duplicate_ids;aas_spec;qualifier;category;datatype;unit;metalabel"
"945;Energy transmission is the process by which energy is relocated from one system to another, for example, through the transfer of heat, work or mass transfer. For a fan this could be a motor belt;energy transmission;356;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"946;The conversion of one form of energy into another, or the movement of energy from one place to another. For fan this means that energy transfer from the motor to the impeller;transfer of energy;357;Submodel Element Collection;SPE;;ENUM_CODE;;71"
"947;describes how the material is distributed in the ventilator ;administration material of the fan;358;File;SUP;;ENUM_STRING;;79"
"948;defines what substance the blower has got ;substance of the material;358;File;SUP;;ENUM_STRING;;79"
"949;This property defines the direction of the air flow through the component;Direction of the air volume flow;360;Property;SPE;Parameter;ENUM_CODE;;36"
"950;measures the direction of the recirculating  air volumetric flow;direction of the recirculating air volume flow;360;Property;;Parameter;ENUM_CODE;;36"
"951;This property defines the housing material of the Heater or cooler.;Housing material;361;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"952;This property defines the material type of the heater or cooler;Material type of the hesater or cooler;361;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"953;This property defines the coating of the heater or cooler;Coating of the heater ;362;Submodel Element Collection;SUP;;;;52"
"954;This property defines the coating of the cooler;Coating of the cooler;363;Submodel Element Collection;SUP;;;;52"
"955;This property defines the operating mode of the heater or cooler;Operating method;364;Submodel Element Collection;SPE;;ENUM_CODE;;71"
"956;It describes the mode of operation of the heater or cooler;heater/cooler mode of operation;364;Submodel Element Collection;SPE;;ENUM_STRING;;71"
"957;This Propety defines the design type of the cooling/heating coils;type of construction of the cooling/heating coils;365;File;SUP;;ENUM_CODE;;79"
"958;defines the mode of operation or the type of communication of the heater or of the cooler;transmission channel;366;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"959;This property defines the connection types of the heater or cooler.;electronic communications;366;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"960;This property defines the connection types of the heater or cooler.;connection path;366;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"961;This property defines the connection types of the heater or cooler.;network connection types;366;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"962;This property defines the connection variants of the heater or cooler.;Connection variants;366;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"963;This property defines the type of medium within the heat exchanger;Type of Medium;367;Submodel Element Collection;SUP;;STRING;;76"
"964;This property defines the type of medium fluidity within the heat exchanger;medium fluidity;367;Submodel Element Collection;SUP;;STRING;;76"
"965;This property defines the fluid within the heat exchanger;heat exchanger fluid;367;Submodel Element Collection;SUP;;STRING;;76"
"966;heat flow emitted through the air by means of a temperature drop;cooling power;368;Property;SUP;Constant;REAL_MEASURE;W;43"
"967;heat flow emitted through the air by means of a temperature drop;cooling capacity (dry air);368;Property;SUP;Constant;REAL_MEASURE;W;43"
"968;Latent heat flow, which is released by the condating, contained in the air steam;lantent cooling power;369;Property;SUP;Constant;REAL_MEASURE;Watt;43"
"969;Sum of the sensible and latent performance measured at the same time. It is equal to the change in air contained in the air as it passes through the air cooler or air heater (reduced by the enthalpy flow extracted from the condensed water);Total cooling or heating power on the air side;370;Property;SUP;Constant;REAL_MEASURE;W;43"
"970;Heat flow absorbed or given off by the medium, expressed as the product of the mass flow of the medium and the difference between the specific enthalpies at the outlet and inlet connection of the air cooler or air heater;Total cooling or heating power on the medium side;371;Property;SUP;Constant;REAL_MEASURE;W;43"
"971;Mass of the condensate draining off at the cooler per unit of time;condensation water in outlet;372;Property;SPE;Parameter;REAL_MEASURE;kg/s;30"
"972;Difference between the total cooling capacity on the air side and the side of the medium, which is equal to the specific Enthalpy of the condensate multiplied by the mass flow of the condensate;Condensation in the drain;372;Property;SPE;Parameter;REAL_MEASURE;kg/s;30"
"973;The enthalpy H of a thermodynamic system is the sum of the internal energy U of the system and the product of pressure p and volume V of the system: H=U+pV. It has the dimension of energy and is measured in the unit joule;Enthalpy flow of the condensate;373;Property;SPE;Parameter;REAL_MEASURE;J/s;62"
"974;ratio of oil to the total mass of the fluid;Oil percentage;374;Property;SPE;Parameter;REAL_MEASURE;%;33"
"975;Mass of the oil in the refrigerant based on the total mass;oil portion;374;Property;SPE;Parameter;REAL_MEASURE;%;33"
"976;This property defines the type of oil in the refrigerant;oil type;375;Submodel Element Collection;SUP;Constant;STRING;;73"
"977;This property defines the type of oil in the refrigerant;Oil grade;375;Submodel Element Collection;SUP;Constant;STRING;;73"
"978;Dew point temperature of the refrigerant, which corresponds to the evaporation pressure;Vaporization temperature;376;Property;SPE;Parameter;REAL_MEASURE;K;34"
"979;The boiling point, evaporation point or boiling point of a pure substance is a pair of values in its phase diagram and consists of two quantities: the saturation temperature and the saturation vapor pressure at the phase boundary line between gas and liquid.;Temperature of evaporation;376;Property;SPE;Parameter;REAL_MEASURE;K;34"
"980;Temperature corresponding to the absolute pressure of the refrigerant at the outlet of the condenser;temperature of the boiling point;377;Property;SPE;Parameter;REAL_MEASURE;K;34"
"981;Temperature corresponding to the absolute pressure of the refrigerant at the outlet of the condenser;boiling temperature ;377;Property;SPE;Parameter;REAL_MEASURE;K;34"
"982;Viscosity is the quantity expressing the internal friction of the fluid. Different engine oils have different viscosities at room temperature. They also react differently to temperature changes;vaporization pressure;378;Property;SPE;Parameter;REAL_MEASURE;Pa;32"
"983;Viscosity is the quantity expressing the internal friction of the fluid. Different engine oils have different viscosities at room temperature. The unit is indicated in Pascal.;vapor pressure;378;Property;;Parameter;REAL_MEASURE;Pa;32|9"
"984;The condensation temperature is the temperature above which a substance condenses at a given pressure, i.e. changes from a gaseous to a liquid state.;Condensation temperature;379;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"985;Physical condensation is the transition of a substance from the gaseous to the liquid state of aggregation.The product is condensate. This process takes place under certain pressure and temperature conditions, which are referred to as the condensation point.;Condensing temperature;379;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"986;Temperature of the refrigerant at the inlet port of the condenser;Condenser temperature;379;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"987;Pressure of the refrigerant at the inlet port of the condenser;Condensing  pressure;380;Property;SPE;Parameter;REAL_MEASURE;Pascal;32"
"988;Pressure of the refrigerant at the inlet port of the condenser;Condenser pressure;380;Property;SPE;Parameter;REAL_MEASURE;Pa;32"
"989;Material of the heat exchanger pipes;pipeline material;384;Property;SUP;Constant;INT;;81"
"990;Number of pipes arranged in a plane at right angles to the direction of the air flow;Number of row-pipes;385;Property;SUP;Constant;INT;;81"
"991;Number of tubes arranged in a plane perpendicular to the direction of air flow;amount of row of pipes;385;Property;SUP;Constant;INT;;81"
"992;Number of layers of pipes;number of layer structurem of the pipe;386;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"993;Number of layers of pipes;number of the layer structure of the tube;386;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"994;Material of the heat exchanger fins;Fin material of heat exchanger;387;Property;SUP;Constant;REAL_MEASURE;m;41"
"995;Space between two heat exchanger fins;Rib spacing;388;Property;SUP;Constant;REAL_MEASURE;m;41"
"996;Distance between two heat exchanger fins;Fin distance;388;Property;SUP;Constant;REAL_MEASURE;m;41"
"997;Heat exchanger fin thickness;Lamella thickness;389;Property;SUP;Constant;INT;;81"
"998;Heat exchanger fin thickness;Rip thickness;389;Property;SUP;Constant;INT;;81"
"999;Pipe size, which is connected to the heat exchanger at the medium inlet;Connection size of the medium inlet;390;Property;SUP;Constant;INT;;81"
"1000;Pipe size, which is connected to the heat exchanger at the medium inlet;Connection of the medium inlet;390;Property;SUP;Constant;INT;;81"
"1001;Pipe size, which is connected to the heat exchanger at the medium outlet;Connection size of the medium outlet;391;Property;SUP;Constant;REAL_MEASURE;m³;65"
"1002;Pipe size, which is connected to the heat exchanger at the medium outlet;Connection of the medium outlet;391;Property;SUP;Constant;REAL_MEASURE;m³;65"
"1003;Content of the medium in the heat exchanger pipes;filling volume heat exchanger;392;Property;SUP;Constant;REAL_MEASURE;Pa;44"
"1004;volume of the medium in the heat exchanger pipes;filling quantity heat exchanger;392;Property;SUP;Constant;REAL_MEASURE;Pascal;44"
"1005;Highest permissible operating pressure for which the component on the medium side is suitable;Maximum operating pressure of fluid/steam;393;Property;;Constant;REAL_MEASURE;°C;46"
"1006;Highest permissible operating pressure for which the component on the medium side is suitable;highest operating pressure of fluid/steam;393;Property;SUP;Constant;REAL_MEASURE;°C;46"
"1007;is defined as the highest permissible operating pressure for which the component on the medium side is suitable;highest operating pressure of the medium;393;Property;SUP;Constant;REAL_MEASURE;°C;46"
"1008;Highest permissible temperature for which the component on the medium side is suitable;Maximum temperature of fluid/steam;394;Property;SUP;Constant;REAL_MEASURE;K;46"
"1009;Highest permissible temperature for which the component on the medium side is suitable;Maximum temperature of the medium;394;Property;SUP;Constant;REAL_MEASURE;K;46"
"1010;is indicated in the highest permissible temperature for which the component on the medium side is suitable;highest temperature of the medium;394;Property;SUP;Constant;REAL_MEASURE;K;46"
"1011;Highest permissible air temperature for which the component is suitable;highest air inlet temperature;395;File;SUP;;ENUM_CODE;;79"
"1012;Highest permissible air temperature to operate the component without any danger;permissible air inlet temperature;395;File;SUP;;ENUM_CODE;;79"
"1013;Arrangement of the heat exchanger pipes within the component;Arrangement of the lines;396;Property;SUP;Constant;REAL_MEASURE;m;41"
"1014;Distance between two heat exchanger pipes perpendicular to the air flow;spacing of pipes;397;Property;SUP;Constant;REAL_MEASURE;m;41"
"1015;Distance between two heat exchanger pipes in the direction of the air flow;pipe space in the direction of the air flow;398;Property;SUP;Constant;REAL_MEASURE;m;41"
"1016;Outside diameter of the pipe;Pipe outer diameter;399;Property;SUP;Constant;REAL;m;41"
"1017;Outside diameter of the pipe. The unit is specified in inches or in meters;Outer diameter;399;Property;SUP;Constant;REAL_MEASURE;m;41"
"1018;Thermal conductivity (also known as lambda value) is the rate at which heat passes through a material. Thermal conductivity/lambda is measured in watts per square meter of surface area for a temperature gradient of one Kelvin per one meter of thickness. expressed as W/m-K.;Thermal conductivity ;400;Submodel Element Collection;SUP;Constant;REAL_MEASURE;W/(m*K);74"
"1019;A material's thermal conductivity is the number of Watts conducted per metre thickness of the material, per degree of temperature difference between one side and the other (W/mK). As a rule of thumb, the lower the thermal conductivity the better, because the material conducts less heat energy.;heat conductivity of a the pipe material.;400;Submodel Element Collection;SUP;Constant;REAL;W/(m*K);74"
"1020;Thermal conductivity (also known as lambda value) is the rate at which heat passes through the ribbed material. Thermal conductivity/lambda is measured in watts per square meter of surface area for a temperature gradient of one Kelvin per one meter of thickness. expressed as W/m-K.;Thermal conductivity of ribbed material;401;Submodel Element Collection;SUP;Constant;REAL_MEASURE;W/(m*K);74"
"1021;A ribbed thermal conductivity is the number of Watts conducted per metre thickness of the ribbed material, per degree of temperature difference between one side and the other (W/mK). As a rule of thumb, the lower the thermal conductivity the better, because the material conducts less heat energy.;heat conductivity of a the ribbed material;401;Submodel Element Collection;;Constant;REAL_MEASURE;W/(m*K);74"
"1022;Deposition of a coating of undesirable material on the inside of the pipe with low thermal conductivity on heat transfer surfaces.;Internal contamination level;402;Property;OP;Variable;REAL_MEASURE;m²*K/W;69"
"1023;Measured deposition of a coating of undesirable material on the inside of the pipe with low thermal conductivity on heat transfer surfaces.;Internal pollution level;402;Property;OP;Variable;REAL;m²*K/W;69"
"1024;actual deposition of a coating of undesirable material on the inside of the pipe with low thermal conductivity on heat transfer surfaces.;Internal pollution degree;402;Property;OP;Variable;REAL_MEASURE;m²*K/W;69"
"1025;Deposition of a coating of undesirable material on the outside of the pipe with low thermal conductivity on heat transfer surfaces.;External fouling factor;403;Property;OP;Variable;REAL_MEASURE;m²*K/W;69"
"1026;actual deposition of a coating of undesirable material on the outside of the pipe with low thermal conductivity on heat transfer surfaces.;external pollution level;403;Property;OP;Variable;REAL_MEASURE;m²*K/W;69"
"1027;Mesaured deposition of a coating of undesirable material on the outside of the pipe with low thermal conductivity on heat transfer surfaces.;External pollution degree;403;Property;OP;Variable;REAL_MEASURE;m²*K/W;69"
"1028;Correction factor for the design of the tubes inside the heat exchanger;Factor for the design of the tubes;404;Property;SUP;Constant;REAL;;49"
"1029;Correction factor for the design of the tubes inside the heat transfer component;correction factor for the design of the tubes;404;Property;SUP;Constant;REAL;;49"
"1030;Correction factor for the ratio of the difference between entry and Outlet temperature difference and the logarithmic Quotient of these two temperature differences.;modification for average logarithmic temperature differential;405;Property;SPE;Parameter;REAL;;68"
"1031;Correction factor for the ratio of the difference between entry and Outlet temperature difference and the logarithmic Quotient of these two temperature differences.;Correction for average logarithmic temperature differential;405;Property;SPE;Parameter;REAL;;68"
"1032;the property indicates the direction of flow of the water;direction of flow water;406;File;SUP;;SET OF STRINGS;;2"
"1033;This property defines the category of heat recovery;class of heat recovery system;407;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"1034;Heat recovery is a collective term for processes to reuse the thermal energy of a mass flow leaving the process. This property defines the operating system of heat recovery;system of heat  recovery;408;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"1035;Electrical power consumption by the pump caused by the pressure losses of the heat recovery system at standard volume flow;pump demand due to pressure difference in the heat recovery system;409;Property;SPE;Parameter;REAL_MEASURE;Watt;62"
"1036;Electrical power consumption caused by the pressure losses of the heat recovery system at standard volume flow;pump power due to pressure loss from heat recovery;409;Property;SPE;Parameter;REAL_MEASURE;Watt;62"
"1037;pressure differential between inlet and outlet of the heat recovery system;pressure difference of the heat recovery system;410;Property;SPE;Parameter;REAL_MEASURE;Pa;32"
"1038;pressure differential between inlet and outlet of the heat recovery system;press loss of the heat recovery system;410;Property;;Parameter;REAL_MEASURE;Pa;32|9"
"1039;maximum pressure loss of heat recovery without condensation;maximum pressure losses without condensation;411;Property;SPE;Parameter;REAL;Pa;32"
"1040;determined mass flow of air in the air handling unit specified by the manufacturer;nominal air mass flow heat recovery system;412;Property;SUP;Constant;REAL_MEASURE;kg/s;39"
"1041;determined mass flow of air specified by the manufacturer;nominal air mass flow;412;Property;SUP;Constant;REAL_MEASURE;kg/s;39"
"1042;humid difference between the outside air and the exhaust air in the heat recovery system;humid difference heat recovery;413;Property;OP;Variable;REAL;;27"
"1043;humidity difference between the outside air and the exhaust air in the heat recovery system;humid difference;413;Property;OP;Variable;REAL;;27"
"1044;Relationship between the thermal and electrical outputs of heat recovery.;Efficiency value;414;Property;SPE;Parameter;REAL;;68"
"1045;COP is the ratio of the heat output of a heat pump to the electrical power of the compressor.;COP;414;Property;SPE;Parameter;REAL;;68"
"1046;COP is the ratio of how much useful heat (or cold) a heat pump will produce if we give it certain energy input.;COP value;414;Property;SPE;Parameter;REAL;;68"
"1047;the annual performance factor for electrically driven heat pumps is the ratio of all heat quantities delivered to the quantity of electricity used, including the quantity of electricity for the operation of the peripheral consumers, in particular the groundwater pump, the brine circulation pump, the emergency heating rod and the control system (but not the heating circulation pump);annual performance factor;415;Property;SPE;Parameter;REAL;;68"
"1048;the seasonal performance factor for electrically driven heat pumps is the ratio of all heat quantities delivered to the quantity of electricity used, including the quantity of electricity for the operation of the peripheral consumers. ;seasonal performance factor;415;Property;SPE;Parameter;REAL;;68"
"1049;The annual performance factor (APF) of a heat pump indicates how much more useful heat the device emits within a whole year than the drive energy or electrical energy required.;annual energy rate ;415;Property;SPE;Parameter;REAL;;68"
"1050;maximum possible temperature change and the difference between the outside air temperature and the exhaust air temperature with a balanced mass flow;maximum temperature differential of the heat recovery system;416;Property;SPE;Parameter;REAL;;68"
"1051;heat flow added to the system from the heat recovery system;performance of the heat recovery system;417;Property;SPE;Parameter;REAL;;68"
"1052;Minimum heat recovery rate based on the annual running time of the system and the maximum proportion of outside air required in winter operation;minimum heat recovery index;418;Property;SPE;Parameter;REAL;;68"
"1053;The minimum heat recovery coefficient indicates the efficiency of heat recovery. It indicates how much heat can be recovered from the exhaust. The heat recovery coefficient is indicated by ?.;min. heat recovery index;418;Property;SPE;Parameter;REAL;;68"
"1054;Transfer of exhaust air to the supply air side. The unit specified in percent[%].;EATR;419;Property;SPE;Parameter;REAL;;68"
"1055;Mass flow of the exhaust air transferred to the supply air side;Extract air transfer;419;Property;SPE;Parameter;REAL;;68"
"1056;Ratio between the outdoor air and the suplly air, which reaches to the user;OACF;420;Property;SPE;Parameter;REAL;;68"
"1057;Proportion of the heat recovery system in the total heat requirement of the air conditioning system;portion of heat recovery in total demand;421;Property;SPE;Parameter;REAL;;68"
"1058;averaged temperature difference related to the whole year;energy share from heat recovery system of the air handling system;422;Property;SPE;Parameter;REAL;;68"
"1059;averaged temperature difference related to the whole year;yearly average temperature differential;422;Property;SPE;Parameter;REAL;;68"
"1060;average temperature difference related to the whole year;annual average temperature differential;422;Property;SPE;Parameter;REAL;;68"
"1061;Efficiency related to the entire year. The unit is specified in [%].;averaged annual efficiency;423;Property;SPE;Parameter;REAL;;68"
"1062;Mass flow increase in the exhaust air flow caused by leaks compared to the leak-free system.;leakage value extract airflow;424;Property;;Parameter;REAL;;68"
"1063;Mass flow increase for the fan  in the exhaust air flow caused by leaks compared to the leak-free system.;leakage index extract airflow of the ahu;424;Property;SPE;Parameter;REAL;;68"
"1064;Increase in mass flow caused by leaks in the outside air flow compared to the leak-free system.;leakage value extract airflow;425;Property;OP;Variable;REAL_MEASURE;kg/s;15"
"1065;power to be applied by the fan for the additional effort due to leakage in the ahu pipe system;ahu leakage value extract airflow;425;Property;;Variable;REAL_MEASURE;kg/s;15"
"1066;Leakage between the air flowing through the heat recovery system and the environment.;heat recovery leakage;426;Property;OP;Variable;REAL_MEASURE;kg/s;15"
"1067;Indoor air leakage from the exhaust to the supply air side of a heat recovery system.;Internal exhaust air leakage;426;Property;OP;Variable;REAL_MEASURE;kg/s;15"
"1068;This property defines wheater or which antifreeze is in the system.;antifreeze;427;Submodel Element Collection;SUP;;BOOLEAN;;75"
"1069;This property indicates whether there is an anti-icing protection.;Cryoprotectant;427;Submodel Element Collection;SUP;;BOOLEAN;;75"
